PHARMACIE_ID,NOM,ADRESSE,VILLE,CODE_POSTAL,DEPARTEMENT,REGION,LATITUDE,LONGITUDE,TELEPHONE,GOOGLE_MAPS_URL
1527,Cabine Téléconsultation Médecin Tessan,23 Rue du Château,Rueil-Malmaison,92500,92,Île-de-France,48.87517689,2.18116771,0147085721,https://maps.google.com/maps?cid=3019878334492721731
1492,Cabine Téléconsultation Médecin Tessan,476 Av. du 14 Juillet 1789,Amiens,80000,80,Hauts-de-France,49.88011965,2.28354979,0322954873,https://maps.google.com/maps?cid=527450600306861188
1494,Cabine Téléconsultation Médecin Tessan,5 Mail des Petits Clos,Chartres,28000,28,Centre-Val de Loire,48.4383795,1.50985752,0237283747,https://maps.google.com/maps?cid=223753051244341790
1528,Cabine Téléconsultation Médecin Tessan,196 Av. de la Première Dfl,Le Pradet,83220,83,Provence-Alpes-Côte d Azur,43.10701307,6.01983069,0494217249,https://maps.google.com/maps?cid=391502580932107645
1496,Cabine Téléconsultation Médecin Tessan,28 Rue du Commerce,Saint-Saulge,58330,58,Bourgogne-Franche-Comté,47.1043183,3.51226875,0386583266,https://maps.google.com/maps?cid=10528655215921262925
1498,Cabine Téléconsultation Médecin Tessan,7 Bis Av. Gambetta,Hyères,83400,83,Provence-Alpes-Côte d Azur,43.11917938,6.12887504,0494650115,https://maps.google.com/maps?cid=557745070721835488
1581,Cabine Téléconsultation Médecin Tessan,15 rue de la Caleche,Mondragon,84430,84,Provence-Alpes-Côte d Azur,44.23864555,4.71116654,0490408395,https://maps.google.com/maps?cid=10989331743542213197
1501,Cabine Téléconsultation Médecin Tessan,Rte des Mirouelles,Saint-Pierre-d'Oléron,17310,17,Nouvelle-Aquitaine,45.94564642,-1.31769235,0546470066,https://maps.google.com/maps?cid=13185728558127135081
1502,Cabine Téléconsultation Médecin Tessan,24 Av. de Selves,Sarlat-la-Canéda,24200,24,Nouvelle-Aquitaine,44.8967494,1.21321718,0553590124,https://maps.google.com/maps?cid=11087917778967909463
1503,Cabine Téléconsultation Médecin Tessan,3 Pl. de Leglise,Éréac,22250,22,Bretagne,48.27474158,-2.34710393,0296866355,https://maps.google.com/maps?cid=2156845290567924026
1506,Cabine Téléconsultation Médecin Tessan,25 Pl. de la Libération,Merville,59660,59,Hauts-de-France,50.64264073,2.63757096,0328428073,https://maps.google.com/maps?cid=2456014527306408353
1508,Cabine Téléconsultation Médecin Tessan,10 Av. Gambetta,Le Blanc,36300,36,Centre-Val de Loire,46.63384352,1.06357088,0254370843,https://maps.google.com/maps?cid=11703991135627197832
1582,Cabine Téléconsultation Médecin Tessan,8 Rue de Passy,Paris,75116,75,Île-de-France,48.85847436,2.28373717,0142882232,https://maps.google.com/maps?cid=4082222942373774878
1510,Cabine Téléconsultation Médecin Tessan,16 Rte de Paris,La Francheville,8000,80,Hauts-de-France,49.72518058,4.71477003,0324570465,https://maps.google.com/maps?cid=13899469865264564350
1610,Cabine Téléconsultation Médecin Tessan,3 Rue Jean Pierre de Triquerville,Saint-Malo,35400,35,Bretagne,48.64056734,-2.00126708,0299818793,https://maps.google.com/maps?cid=11874300228771245715
1513,Cabine Téléconsultation Médecin Tessan,12 Av. de la Gare,Trans-en-Provence,83720,83,Provence-Alpes-Côte d Azur,43.50359846,6.4854829,0498106831,https://maps.google.com/maps?cid=1274752322596669054
1515,Cabine Téléconsultation Médecin Tessan,8 Rue Pasteur,Loos-en-Gohelle,62750,62,Hauts-de-France,50.45769979,2.79382781,0321434835,https://maps.google.com/maps?cid=9529460870358981583
1517,Cabine Téléconsultation Médecin Tessan,10 Rue Rambuteau,Mâcon,71000,71,Bourgogne-Franche-Comté,46.30650329,4.8286372,0385380827,https://maps.google.com/maps?cid=1576470738722752991
1519,Cabine Téléconsultation Médecin Tessan,10 Rue de Bellevue,Saint-Quentin,2100,21,Bourgogne-Franche-Comté,49.85164512,3.29851721,0323623858,https://maps.google.com/maps?cid=2544027745587387012
1523,Cabine Téléconsultation Médecin Tessan,11 Rue Adolphe Briffault,Asnières-sur-Seine,92600,92,Île-de-France,48.92574945,2.28391616,0147997095,https://maps.google.com/maps?cid=3891620368676029462
1526,Cabine Téléconsultation Médecin Tessan,"Centre Commercial le Colombier, 15 Rue de la Liberté",Survilliers,95470,95,Île-de-France,49.10124869,2.54237615,0134683764,https://maps.google.com/maps?cid=16295106004870935909
1530,Cabine Téléconsultation Médecin Tessan,127 Rue Grande,Orbec,14290,14,Normandie,49.02278203,0.40604883,0231328949,https://maps.google.com/maps?cid=18114359940360050346
1532,Cabine Téléconsultation Médecin Tessan,122 Av. Franklin Roosevelt,Carcassonne,11000,11,Occitanie,43.2233129,2.33625221,0468254783,https://maps.google.com/maps?cid=5003029195034870779
1534,Cabine Téléconsultation Médecin Tessan,234 Rue de Ruaudin,Le Mans,72100,72,Pays de la Loire,47.97564568,0.22334577,0243855818,https://maps.google.com/maps?cid=18297358346432073672
1535,Cabine Téléconsultation Médecin Tessan,41 Rue Popincourt,Paris,75011,75,Île-de-France,48.85914914,2.37602705,0950361796,https://maps.google.com/maps?cid=6285201210294668499
1541,Cabine Téléconsultation Médecin Tessan,103 Av. Général de Gaulle,Saint-Parres-aux-Tertres,10410,10,Grand Est,48.29763686,4.13031414,0325811410,https://maps.google.com/maps?cid=13007836044504921694
1544,Cabine Téléconsultation Médecin Tessan,102 Av. du 11 Novembre,Blanquefort,33290,33,Nouvelle-Aquitaine,44.91137289,-0.62590184,0556351289,https://maps.google.com/maps?cid=1437857470150867577
1546,Cabine Téléconsultation Médecin Tessan,11 Rue des Maraîchers,Cazères,31220,31,Occitanie,43.21199047,1.0840339,0561970372,https://maps.google.com/maps?cid=15086961685159427333
1548,Cabine Téléconsultation Médecin Tessan,"Place de la Gare, Rue de la Gare",Vaires-sur-Marne,77360,77,Île-de-France,48.87450832,2.64045971,0160201364,https://maps.google.com/maps?cid=15505366078348190377
1550,Cabine Téléconsultation Médecin Tessan,4 Rue Myriam Lepert,Laval,53000,53,Pays de la Loire,48.05646138,-0.7461852,0243670298,https://maps.google.com/maps?cid=891375098277601817
1552,Cabine Téléconsultation Médecin Tessan,143 Av. Georges Durand,Le Mans,72100,72,Pays de la Loire,47.97875273,0.21408445,0243843417,https://maps.google.com/maps?cid=2723987446598246961
1554,Cabine Téléconsultation Médecin Tessan,1710 Av. de la Burliere,Mane,4300,43,Auvergne-Rhône-Alpes,43.93647988,5.76603434,0492752856,https://maps.google.com/maps?cid=6254409048382334847
1557,Cabine Téléconsultation Médecin Tessan,117 Av. de la Libération,Le Coteau,42120,42,Auvergne-Rhône-Alpes,46.02582157,4.0871445,0477670920,https://maps.google.com/maps?cid=15834485620583108046
1559,Cabine Téléconsultation Médecin Tessan,56 Rue Salvador Allende,Nanterre,92000,92,Île-de-France,48.89526673,2.22310892,0147255980,https://maps.google.com/maps?cid=15981205659562588583
1560,Cabine Téléconsultation Médecin Tessan,2 Av. Camille Blanc,Beausoleil,6240,62,Hauts-de-France,43.74180514,7.4251144,0493783560,https://maps.google.com/maps?cid=10992307752891887157
1562,Cabine Téléconsultation Médecin Tessan,22 Rue de Sully,Poilly-lez-Gien,45500,45,Centre-Val de Loire,47.67817292,2.59864061,0781385584,https://maps.google.com/maps?cid=807882526583811881
1563,Cabine Téléconsultation Médecin Tessan,105 Av. Joffre,Épinay-sur-Seine,93800,93,Île-de-France,48.96129985,2.29564925,0148413308,https://maps.google.com/maps?cid=7648279017395229360
1564,Cabine Téléconsultation Médecin Tessan,192 Av. Charles Floquet,Le Blanc-Mesnil,93150,93,Île-de-France,48.94114518,2.44477708,0148672179,https://maps.google.com/maps?cid=4102787001807313719
1565,Cabine Téléconsultation Médecin Tessan,140 Rue de la Montat,Saint-Étienne,42100,42,Auvergne-Rhône-Alpes,45.44093098,4.42228207,0477214718,https://maps.google.com/maps?cid=8322711224062970430
1567,Cabine Téléconsultation Médecin Tessan,Centre Commercial La Chapelle,Andrézieux-Bouthéon,42160,42,Auvergne-Rhône-Alpes,45.5265853,4.27058899,0477550155,https://maps.google.com/maps?cid=5285963898665103110
1568,Cabine Téléconsultation Médecin Tessan,1 Rue Cristino Garcia,Eaubonne,95600,95,Île-de-France,48.99170409,2.27675226,0139596256,https://maps.google.com/maps?cid=12045264007911474861
1569,Cabine Téléconsultation Médecin Tessan,10 Rue du Petit Parc,Lésigny,77150,77,Île-de-France,48.74571966,2.61429721,0160023390,https://maps.google.com/maps?cid=3989799214346163663
1571,Cabine Téléconsultation Médecin Tessan,1 Rue Aristide Briand,Coubert,77170,77,Île-de-France,48.6700282,2.69635165,0164067141,https://maps.google.com/maps?cid=5446968108502536396
1574,Cabine Téléconsultation Médecin Tessan,64 Rue de la Division Leclerc,Linas,91310,91,Île-de-France,48.63133083,2.2655106,0169010101,https://maps.google.com/maps?cid=3823074493079407726
1583,Cabine Téléconsultation Médecin Tessan,48 Rue Legendre,Paris,75017,75,Île-de-France,48.88488719,2.31565483,0147630692,https://maps.google.com/maps?cid=1357442651794778019
1578,Cabine Téléconsultation Médecin Tessan,6 Rue Camille Desmoulins,Fouquières-lès-Lens,62740,62,Hauts-de-France,50.43074687,2.91057462,0321756517,https://maps.google.com/maps?cid=12761978813081286408
1580,Cabine Téléconsultation Médecin Tessan,20 Rue du Dr Menu,Laon,02000,02,Hauts-de-France,49.56399868,3.64651855,0323233929,https://maps.google.com/maps?cid=941907053789890219
1585,Cabine Téléconsultation Médecin Tessan,16 Rue Fénelon,Mulhouse,68200,68,Grand Est,47.73514043,7.30874012,0389425748,https://maps.google.com/maps?cid=8466660299750678533
1587,Cabine Téléconsultation Médecin Tessan,60 Rte d'Ox,Seysses,31600,31,Occitanie,43.49316783,1.31232835,0561561920,https://maps.google.com/maps?cid=9280902465302925112
1588,Cabine Téléconsultation Médecin Tessan,264 Rue Nationale,Forbach,57600,57,Grand Est,49.17748217,6.88394751,0387851196,https://maps.google.com/maps?cid=11908553839411636345
1591,Cabine Téléconsultation Médecin Tessan,10 Av. du Général de Gaulle,Soisy-sous-Montmorency,95230,95,Île-de-France,48.98659338,2.30018265,0139893623,https://maps.google.com/maps?cid=10721001615984647669
1593,Cabine Téléconsultation Médecin Tessan,116 Rue du Général de Gaulle,Ligny-en-Barrois,55500,55,Grand Est,48.68458776,5.32436493,0329784011,https://maps.google.com/maps?cid=763076338837822648
1595,Cabine Téléconsultation Médecin Tessan,421 Rue Pierre Brossolette,Roost-Warendin,59286,59,Hauts-de-France,50.41876376,3.10444743,0327802302,https://maps.google.com/maps?cid=15092410684862391228
1596,Cabine Téléconsultation Médecin Tessan,120 Av. Georges Clemenceau,Béziers,34500,34,Occitanie,43.35012213,3.2226505,0467306502,https://maps.google.com/maps?cid=9153858844742264406
1597,Cabine Téléconsultation Médecin Tessan,2 Av. Georges Messier,Bidos,64400,64,Nouvelle-Aquitaine,43.17868062,-0.61052415,0559390837,https://maps.google.com/maps?cid=11612323846492751709
1598,Cabine Téléconsultation Médecin Tessan,22 Bis Rue de Paris,Sourdun,77171,77,Île-de-France,48.53626594,3.35542794,0164004373,https://maps.google.com/maps?cid=16361516337383352685
1600,Cabine Téléconsultation Médecin Tessan,22 Rue du Pontillac,Sorgues,84700,84,Provence-Alpes-Côte d Azur,44.01012394,4.87174183,0490833631,https://maps.google.com/maps?cid=18344946436250544326
1601,Cabine Téléconsultation Médecin Tessan,50 Rue Fbg des Dombes,Thoissey,1140,11,Occitanie,46.17361235,4.80544623,0474040210,https://maps.google.com/maps?cid=13866322249311964627
1602,Cabine Téléconsultation Médecin Tessan,92 Av. du Grand Port,Aix-les-Bains,73100,73,Auvergne-Rhône-Alpes,45.6990611,5.90494749,0479351464,https://maps.google.com/maps?cid=18375519503754855982
1606,Cabine Téléconsultation Médecin Tessan,30 Rue du 19 Mars 1962,Saint-Denis,93200,93,Île-de-France,48.94799292,2.35257578,0148215532,https://maps.google.com/maps?cid=12410520544273429560
1608,Cabine Téléconsultation Médecin Tessan,57 Rue Carnot,Levallois-Perret,92300,92,Île-de-France,48.89171485,2.28659511,0147575952,https://maps.google.com/maps?cid=12222676152778447877
1612,Cabine Téléconsultation Médecin Tessan,154 Rue de la République,Dunkerque,59430,59,Hauts-de-France,51.02856972,2.34957947,0328646668,https://maps.google.com/maps?cid=13720058451883864605
1614,Cabine Téléconsultation Médecin Tessan,17 Rue Jacques Rodallec,Gourin,56110,56,Bretagne,48.13996772,-3.60545112,0297234416,https://maps.google.com/maps?cid=9065060578594279458
1616,Cabine Téléconsultation Médecin Tessan,36 Rte de Bonsecours,Condé-sur-l'Escaut,59163,59,Hauts-de-France,50.46221945,3.59418479,0327251211,https://maps.google.com/maps?cid=17860506962457177403
1618,Cabine Téléconsultation Médecin Tessan,783 Rte d'Uzès,Alès,30100,30,Occitanie,44.11265389,4.10756798,0466341273,https://maps.google.com/maps?cid=5227295991233461048
1621,Cabine Téléconsultation Médecin Tessan,12 Rue Paul Auban,Mirebeau-sur-Bèze,21310,21,Bourgogne-Franche-Comté,47.39301999,5.30974452,0966811198,https://maps.google.com/maps?cid=3520815052697774960
1678,Cabine Téléconsultation Médecin Tessan,37 Av. de Normandie,Fougères,35300,35,Bretagne,48.36262533,-1.18647682,0299991677,https://maps.google.com/maps?cid=12436890012268633215
1680,Cabine Téléconsultation Médecin Tessan,"Centre Commercial Auchan, Rte d'Espagne",Perpignan,66000,66,Occitanie,42.66858963,2.88323755,0468565246,https://maps.google.com/maps?cid=3220588965794299286
1682,Cabine Téléconsultation Médecin Tessan,15 Cr Maubec,Labastide-d'Armagnac,40240,40,Nouvelle-Aquitaine,43.96895876,-0.18719496,0558448119,https://maps.google.com/maps?cid=10749102255953627278
1684,Cabine Téléconsultation Médecin Tessan,2 Rue de l'Église,Hayange,57700,57,Grand Est,49.33549047,6.08016095,0382841610,https://maps.google.com/maps?cid=12055206023830031476
1686,Cabine Téléconsultation Médecin Tessan,57 Rue du Général Patton,Hettange-Grande,57330,57,Grand Est,49.40127269,6.15934818,0382542244,https://maps.google.com/maps?cid=2124808728264712532
1688,Cabine Téléconsultation Médecin Tessan,Pl. de la Gare,Huningue,68330,68,Grand Est,47.59424334,7.58111164,0389678383,https://maps.google.com/maps?cid=1572821730012867221
1690,Cabine Téléconsultation Médecin Tessan,200 Rue nationale,Le Mans,72100,72,Pays de la Loire,47.9958918,0.2021406,0243845959,https://maps.google.com/maps?cid=6493789898842339990
1692,Cabine Téléconsultation Médecin Tessan,33 Rue Jules Guesde,Abscon,59215,59,Hauts-de-France,50.33263577,3.30110633,0327363466,https://maps.google.com/maps?cid=12638759122942199201
1694,Cabine Téléconsultation Médecin Tessan,46 Rue du Général Leclerc,Potigny,14420,14,Normandie,48.9696617,-0.24199692,0231908459,https://maps.google.com/maps?cid=16096990546128672661
1696,Cabine Téléconsultation Médecin Tessan,49 Rue Saint-Thomas Becket,Barfleur,50760,50,Normandie,49.66965428,-1.26596254,0233540436,https://maps.google.com/maps?cid=12899673243648559221
1697,Cabine Téléconsultation Médecin Tessan,12 Av. Jean Moulin,Gondrin,32330,32,Occitanie,43.88269237,0.23577148,0562291506,https://maps.google.com/maps?cid=15001785286127668436
1267,Cabine Téléconsultation Médecin Tessan,2 Bd Paul Pochet Lagaye,Clermont-Ferrand,63000,63,Auvergne-Rhône-Alpes,45.76318132,3.09995749,0473262524,https://maps.google.com/maps?cid=14764076667180917177
382,Cabine Téléconsultation Médecin Tessan,40 Av. de la République,Saint-Nazaire,44600,44,Pays de la Loire,47.27785461,-2.21215568,0240224312,https://maps.google.com/maps?cid=18416876624634854866
387,Cabine Téléconsultation Médecin Tessan,224 place du Foirail,Monteux,84170,84,Provence-Alpes-Côte d Azur,44.02624269,4.9702771,0490662013,https://maps.google.com/maps?cid=11255317115184088576
564,Cabine Téléconsultation Médecin Tessan,3273 Route de la Mégère,Moissac,82200,82,Occitanie,44.12390383,1.14963191,0611372027,https://maps.google.com/maps?cid=14298097912267669686
392,Cabine Téléconsultation Médecin Tessan,D937 ZAC du Beau Pré,Verquin,62131,62,Hauts-de-France,50.50184837,2.65184009,0321574190,https://maps.google.com/maps?cid=8023388595485296755
394,Cabine Téléconsultation Médecin Tessan,86 Bd Charles de Gaulle,Sannois,95110,95,Île-de-France,48.97251449,2.25579928,0139812053,https://maps.google.com/maps?cid=16846595850246120950
575,Cabine Téléconsultation Médecin Tessan,10 Rue du Colonel Romans Petit,Dortan,01590,01,Auvergne-Rhône-Alpes,46.317947,5.65898115,0474777161,https://maps.google.com/maps?cid=14833982622549162843
401,Cabine Téléconsultation Médecin Tessan,45 Rue d'Avéjan,Alès,30100,30,Occitanie,44.1221118,4.08007567,0466525381,https://maps.google.com/maps?cid=8238971612554391125
408,Cabine Téléconsultation Médecin Tessan,4 Pl. de la Libération,Beaumont-sur-Sarthe,72170,72,Pays de la Loire,48.22582739,0.12875658,0243970009,https://maps.google.com/maps?cid=17508442045032213354
739,Cabine Téléconsultation Médecin Tessan,"sigalères, Av. de Toulouse",Aucamville,82600,82,Occitanie,43.80030847,1.22040901,0563026802,https://maps.google.com/maps?cid=8402872427893783883
399,Cabine Téléconsultation Médecin Tessan,2 Rue Gabriel Péri,Sainte-Maxime,83120,83,Provence-Alpes-Côte d Azur,43.30779821,6.64049524,0494960021,https://maps.google.com/maps?cid=14159307715527217086
662,Cabine Téléconsultation Médecin Tessan,66 Rue Didot,Paris,75014,75,Île-de-France,48.82938,2.31739,0145422229,https://maps.google.com/maps?cid=4026985364902184711
403,Cabine Téléconsultation Médecin Tessan,34 Rue Henri Merle,Salindres,30340,30,Occitanie,44.1708799,4.15645764,0466856024,https://maps.google.com/maps?cid=13559844607253819730
407,Cabine Téléconsultation Médecin Tessan,14 Rue du Cadran Saint-Pierre,Reims,51100,51,Grand Est,49.25614983,4.02990482,0326882023,https://maps.google.com/maps?cid=10876844975745796525
1386,Cabine Téléconsultation Médecin Tessan,2 Pl. Lorain,Rouvray,21530,21,Bourgogne-Franche-Comté,47.42485352,4.10465393,0380647196,https://maps.google.com/maps?cid=6321868214380053671
1473,Cabine Téléconsultation Médecin Tessan,16 place de la république,Saint-Leu-d'Esserent,60340,60,Hauts-de-France,49.21688666,2.41834534,0344566037,https://maps.google.com/maps?cid=8271840635280217019
1376,Cabine Téléconsultation Médecin Tessan,6 Av. Mgr Coste,Béziers,34500,34,Occitanie,43.3424527,3.25087877,0467283255,https://maps.google.com/maps?cid=3964036299978955770
405,Cabine Téléconsultation Médecin Tessan,26 Cr Carnot,Elbeuf,76500,76,Normandie,49.28715625,1.01252458,0235770361,https://maps.google.com/maps?cid=13991723911231672970
414,Cabine Téléconsultation Médecin Tessan,37 Av. des Frères Caudron,Rue,80120,80,Hauts-de-France,50.27216884,1.67401314,0322250217,https://maps.google.com/maps?cid=3406772608040768993
439,Cabine Téléconsultation Médecin Tessan,2 Pl. de l'Église,Plouaret,22420,22,Bretagne,48.61162356,-3.47221613,0296389014,https://maps.google.com/maps?cid=10863146487750258791
1380,Cabine Téléconsultation Médecin Tessan,74 Quai Voltaire,Lunel,34400,34,Occitanie,43.67404929,4.13230912,0467711138,https://maps.google.com/maps?cid=5305190263380844741
413,Cabine Téléconsultation Médecin Tessan,59 Rue Pasteur,Yzeures-sur-Creuse,37290,37,Centre-Val de Loire,46.78538642,0.88189952,0247945508,https://maps.google.com/maps?cid=14259101685767623069
457,Cabine Téléconsultation Médecin Tessan,AVENUE Du Champ De Mars,La Chapelle-en-Vercors,26420,26,Auvergne-Rhône-Alpes,44.96702661,5.41744322,0475482033,https://maps.google.com/maps?cid=8042433050444577351
465,Cabine Téléconsultation Médecin Tessan,14 Bd de la Libération,Couëron,44220,44,Pays de la Loire,47.21546646,-1.68137424,0240861632,https://maps.google.com/maps?cid=4701526061108506092
1449,Cabine Téléconsultation Médecin Tessan,100 Rue Jacques Prévert,Cossé-le-Vivien,53230,53,Pays de la Loire,47.9446613,-0.90867937,0243989080,https://maps.google.com/maps?cid=15712887698747640780
417,Cabine Téléconsultation Médecin Tessan,1 A Rue Eugène Claret,Delle,90100,90,Bourgogne-Franche-Comté,47.50849367,7.00821466,0384360961,https://maps.google.com/maps?cid=15994731044600325036
425,Cabine Téléconsultation Médecin Tessan,15 Rte d'Aubigny,Argent-sur-Sauldre,18410,18,Centre-Val de Loire,47.54905852,2.45000224,0248736055,https://maps.google.com/maps?cid=12491403761864425508
435,Cabine Téléconsultation Médecin Tessan,1 Quai Interrompu,Mussy-sur-Seine,10250,10,Grand Est,47.97775292,4.49945807,0325384034,https://maps.google.com/maps?cid=8068007140873078146
459,Cabine Téléconsultation Médecin Tessan,Av. du Dr Schweitzer,Marignane,13700,13,Provence-Alpes-Côte d Azur,43.41796125,5.21974857,0442097284,https://maps.google.com/maps?cid=11551252517477990381
